,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,surface,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
52,H2H 2-1,Sara Sorribes Tormo,0.0,5.0,8474671.0,3621713.0,,1.533,Sara Sorribes Tormo,33.0,1.0,0.0,41.0,12.0,42.0,27.0,13.0,15.0,8.0,8.0,,,,,1.0,88.0,,,1.53,2.38,SFQ,6-0 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Ons Jabeur,2.0,0.0,8474671.0,3621714.0,,2.375,Ons Jabeur,55.0,9.0,5.0,47.0,26.0,41.0,25.0,19.0,16.0,10.0,7.0,,,,,2.0,88.0,,
53,H2H 1-3,Xinyun Han,6.0,17.0,8474672.0,3621708.0,,1.727,Xinyun Han,86.0,3.0,2.0,83.0,25.0,92.0,51.0,37.0,41.0,24.0,14.0,,,,,2.0,192.0,,,1.73,2.0,SFQ,6-1 4-6 7-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Fangzhou Liu,1.0,2.0,8474672.0,3621707.0,,2.0,Fangzhou Liu,106.0,20.0,4.0,109.0,48.0,81.0,49.0,37.0,32.0,21.0,15.0,,,,,1.0,192.0,,
54,H2H 1-0,Patricia Maria Tig,3.0,10.0,8474673.0,3621705.0,,1.533,Patricia Maria Tig,108.0,14.0,5.0,127.0,55.0,91.0,65.0,36.0,26.0,17.0,15.0,,,,,1.0,228.0,,,1.53,2.38,SFQ,6-7(3) 6-3 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Nina Stojanovic,9.0,6.0,8474673.0,3621706.0,,2.375,Nina Stojanovic,120.0,14.0,7.0,101.0,48.0,121.0,75.0,44.0,46.0,28.0,16.0,,,,,2.0,228.0,,
55,H2H 1-0,Qianhui Tang,1.0,5.0,8474674.0,3621739.0,,9.0,Qianhui Tang,32.0,6.0,2.0,48.0,18.0,37.0,20.0,8.0,17.0,6.0,8.0,,,,,1.0,90.0,,,9.0,1.03,SFQ,6-2 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Ana Bogdan,2.0,3.0,8474674.0,3621740.0,,1.03,Ana Bogdan,58.0,7.0,6.0,42.0,28.0,45.0,27.0,20.0,18.0,10.0,8.0,,,,,2.0,90.0,,
56,H2H 1-0,Ekaterina Alexandrova,11.0,4.0,8474675.0,3621737.0,,1.167,Ekaterina Alexandrova,86.0,7.0,2.0,100.0,38.0,69.0,36.0,30.0,33.0,18.0,13.0,,,,,1.0,173.0,,,1.17,4.5,SFQ,6-3 3-6 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Anastasiya Komardina,4.0,5.0,8474675.0,3621738.0,,4.5,Anastasiya Komardina,87.0,5.0,3.0,73.0,25.0,95.0,62.0,43.0,33.0,19.0,14.0,,,,,2.0,173.0,,
57,H2H 1-0,Veronika Kudermetova,0.0,1.0,8474676.0,3621743.0,,3.0,Veronika Kudermetova,70.0,8.0,2.0,81.0,30.0,67.0,31.0,21.0,36.0,19.0,12.0,,,,,1.0,149.0,,,3.0,1.33,SFQ,7-5 7-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Shenzhen/2017,Shenzhen,Stefanie Voegele,4.0,3.0,8474676.0,3621744.0,,1.333,Stefanie Voegele,79.0,10.0,4.0,68.0,28.0,78.0,40.0,27.0,38.0,24.0,12.0,,,,,2.0,149.0,,
58,H2H 1-1,Alize Cornet,1.0,3.0,8475480.0,3623126.0,,3.25,Alize Cornet,34.0,0.0,0.0,45.0,13.0,47.0,24.0,15.0,23.0,6.0,8.0,,,,,2.0,95.0,,,3.25,1.36,F,6-0 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Karolina Pliskova,7.0,0.0,8475480.0,3623125.0,,1.36,Karolina Pliskova,61.0,8.0,5.0,50.0,29.0,45.0,21.0,19.0,24.0,13.0,7.0,,,,,1.0,95.0,,
59,H2H 5-0,Elina Svitolina,1.0,6.0,8475404.0,3622881.0,,2.3,Elina Svitolina,43.0,3.0,0.0,52.0,14.0,44.0,30.0,23.0,14.0,6.0,9.0,,,,,1.0,102.0,,,2.3,1.61,SF,6-2 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Karolina Pliskova,7.0,3.0,8475404.0,3622882.0,,1.61,Karolina Pliskova,59.0,7.0,3.0,50.0,21.0,49.0,28.0,27.0,21.0,11.0,9.0,,,,,2.0,102.0,,
60,H2H 1-2,Garbine Muguruza,0.0,3.0,8475386.0,3622859.0,,1.31,Garbine Muguruza,16.0,2.0,0.0,17.0,4.0,21.0,13.0,9.0,8.0,3.0,2.0,,,,,1.0,41.0,,,1.31,3.45,SF,4-1 Ret.,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Alize Cornet,0.0,1.0,8475386.0,3622860.0,,3.45,Alize Cornet,25.0,3.0,1.0,24.0,12.0,16.0,11.0,9.0,5.0,4.0,3.0,,,,,2.0,41.0,,
61,H2H 4-5,Angelique Kerber,1.0,5.0,8475291.0,3622775.0,,1.33,Angelique Kerber,88.0,7.0,4.0,84.0,34.0,97.0,69.0,38.0,28.0,16.0,14.0,,,,,1.0,186.0,,,1.33,3.25,QF,6-4 3-6 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Elina Svitolina,7.0,1.0,8475291.0,3622776.0,,3.25,Elina Svitolina,98.0,12.0,5.0,102.0,48.0,83.0,56.0,34.0,27.0,16.0,14.0,,,,,2.0,186.0,,
62,H2H 1-2,Roberta Vinci,6.0,4.0,8475265.0,3622706.0,,3.15,Roberta Vinci,78.0,7.0,2.0,74.0,26.0,97.0,53.0,29.0,44.0,23.0,13.0,,,,,2.0,175.0,,,3.15,1.35,QF,3-6 6-2 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Karolina Pliskova,11.0,3.0,8475265.0,3622705.0,,1.35,Karolina Pliskova,97.0,18.0,5.0,101.0,49.0,71.0,37.0,30.0,34.0,18.0,12.0,,,,,1.0,175.0,,
63,H2H 3-1,Svetlana Kuznetsova,5.0,5.0,8475307.0,3622737.0,,1.8,Svetlana Kuznetsova,69.0,6.0,2.0,74.0,29.0,67.0,32.0,21.0,35.0,19.0,11.0,,,,,1.0,146.0,,,1.8,2.0,QF,7-5 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Garbine Muguruza,1.0,2.0,8475307.0,3622738.0,,2.0,Garbine Muguruza,77.0,9.0,4.0,72.0,32.0,72.0,52.0,38.0,20.0,7.0,11.0,,,,,2.0,146.0,,
64,H2H 3-5,Dominika Cibulkova,0.0,3.0,8475266.0,3622704.0,,1.38,Dominika Cibulkova,72.0,11.0,3.0,78.0,34.0,72.0,47.0,25.0,25.0,13.0,10.0,,,,,2.0,153.0,,,1.38,3.0,QF,6-3 7-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Alize Cornet,6.0,10.0,8475266.0,3622703.0,,3.0,Alize Cornet,81.0,9.0,5.0,75.0,37.0,68.0,42.0,29.0,26.0,15.0,11.0,,,,,1.0,153.0,,
65,H2H 1-0,Ashleigh Barty,3.0,2.0,8474833.0,3622388.0,,5.35,Ashleigh Barty,86.0,10.0,3.0,93.0,40.0,79.0,49.0,32.0,30.0,14.0,13.0,,,,,2.0,174.0,,,5.35,1.14,R16,6-3 2-6 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Angelique Kerber,5.0,9.0,8474833.0,3622387.0,,1.14,Angelique Kerber,88.0,10.0,4.0,81.0,35.0,84.0,55.0,34.0,29.0,19.0,13.0,,,,,1.0,174.0,,
66,H2H 2-0,Shelby Rogers,3.0,3.0,8475100.0,3622299.0,,4.35,Shelby Rogers,92.0,9.0,6.0,91.0,39.0,97.0,59.0,34.0,38.0,19.0,16.0,,,,,1.0,191.0,,,4.35,1.22,R16,7-5 2-6 7-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Elina Svitolina,4.0,3.0,8475100.0,3622300.0,,1.22,Elina Svitolina,99.0,11.0,6.0,100.0,47.0,88.0,50.0,32.0,38.0,20.0,16.0,,,,,2.0,191.0,,
67,H2H 1-0,Asia Muhammad,2.0,3.0,8475155.0,3622316.0,,6.85,Asia Muhammad,45.0,1.0,1.0,49.0,16.0,58.0,41.0,24.0,17.0,5.0,9.0,,,,,2.0,110.0,,,6.85,1.1,R16,6-1 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Karolina Pliskova,4.0,3.0,8475155.0,3622315.0,,1.1,Karolina Pliskova,65.0,5.0,5.0,61.0,32.0,46.0,26.0,20.0,20.0,13.0,8.0,,,,,1.0,110.0,,
68,H2H 1-0,Misaki Doi,3.0,2.0,8475160.0,3622295.0,,2.1,Misaki Doi,52.0,1.0,1.0,51.0,16.0,68.0,48.0,28.0,20.0,8.0,9.0,,,,,1.0,121.0,,,2.1,1.74,R16,6-4 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Roberta Vinci,0.0,2.0,8475160.0,3622296.0,,1.74,Roberta Vinci,69.0,12.0,4.0,70.0,34.0,49.0,23.0,16.0,26.0,19.0,9.0,,,,,2.0,121.0,,
69,H2H 1-0,Destanee AIAVA,2.0,3.0,8475199.0,3622678.0,,,Destanee AIAVA,48.0,3.0,1.0,46.0,13.0,60.0,31.0,21.0,29.0,14.0,10.0,,,,,2.0,109.0,,,,,R16,6-4 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Svetlana Kuznetsova,8.0,2.0,8475199.0,3622677.0,,,Svetlana Kuznetsova,61.0,6.0,4.0,63.0,28.0,44.0,33.0,27.0,11.0,6.0,9.0,,,,,1.0,109.0,,
70,H2H 2-0,Daria Kasatkina,6.0,6.0,8475156.0,3622337.0,,2.35,Daria Kasatkina,114.0,12.0,8.0,98.0,49.0,128.0,77.0,39.0,51.0,26.0,17.0,,,,,1.0,232.0,,,2.35,1.59,R16,7-5 3-6 7-6(7),2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Garbine Muguruza,3.0,4.0,8475156.0,3622338.0,,1.59,Garbine Muguruza,118.0,19.0,8.0,134.0,69.0,94.0,69.0,37.0,25.0,12.0,16.0,,,,,2.0,232.0,,
71,H2H 2-2,Christina McHale,1.0,1.0,8475101.0,3622184.0,,2.0,Christina McHale,37.0,4.0,1.0,51.0,18.0,45.0,25.0,13.0,20.0,6.0,7.0,,,,,2.0,97.0,,,2.0,1.72,R16,6-2 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Alize Cornet,3.0,4.0,8475101.0,3622183.0,,1.72,Alize Cornet,60.0,12.0,5.0,46.0,27.0,47.0,30.0,20.0,17.0,13.0,8.0,,,,,1.0,97.0,,
72,H2H 4-0,Shuai Zhang,9.0,3.0,8474834.0,3622375.0,,2.875,Shuai Zhang,95.0,11.0,5.0,103.0,46.0,86.0,52.0,34.0,34.0,15.0,14.0,,,,,1.0,192.0,,,2.88,1.4,R16,2-6 6-4 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Dominika Cibulkova,0.0,7.0,8474834.0,3622376.0,,1.4,Dominika Cibulkova,97.0,6.0,5.0,89.0,40.0,96.0,67.0,37.0,29.0,20.0,14.0,,,,,2.0,192.0,,
73,H2H 1-0,Aleksandra Krunic,0.0,0.0,8474818.0,3622179.0,,1.57,Aleksandra Krunic,39.0,4.0,2.0,48.0,17.0,52.0,36.0,17.0,16.0,5.0,8.0,,,,,1.0,100.0,,,1.57,2.25,R32,6-2 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Ashleigh Barty,5.0,1.0,8474818.0,3622180.0,,2.25,Ashleigh Barty,61.0,8.0,6.0,52.0,30.0,47.0,30.0,23.0,17.0,8.0,8.0,,,,,2.0,100.0,,
74,H2H 3-0,Eugenie Bouchard,7.0,4.0,8474819.0,3621908.0,,1.53,Eugenie Bouchard,80.0,12.0,3.0,94.0,41.0,68.0,47.0,30.0,21.0,9.0,11.0,,,,,2.0,166.0,,,1.53,2.37,R32,6-2 2-6 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Shelby Rogers,8.0,1.0,8474819.0,3621907.0,,2.37,Shelby Rogers,86.0,8.0,5.0,72.0,33.0,93.0,61.0,42.0,32.0,11.0,12.0,,,,,1.0,166.0,,
75,H2H 2-1,Monica Puig,2.0,4.0,8474820.0,3621889.0,,2.5,Monica Puig,48.0,2.0,1.0,58.0,20.0,51.0,28.0,19.0,23.0,9.0,9.0,,,,,1.0,113.0,,,2.5,1.5,R32,6-3 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Elina Svitolina,3.0,6.0,8474820.0,3621890.0,,1.5,Elina Svitolina,65.0,10.0,4.0,55.0,27.0,52.0,29.0,23.0,23.0,15.0,9.0,,,,,2.0,113.0,,
76,H2H 1-1,Yulia Putintseva,1.0,3.0,8474821.0,3621912.0,,3.5,Yulia Putintseva,39.0,2.0,2.0,39.0,13.0,55.0,36.0,18.0,19.0,8.0,8.0,,,,,2.0,97.0,,,3.5,1.28,R32,6-3 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Karolina Pliskova,12.0,0.0,8474821.0,3621911.0,,1.28,Karolina Pliskova,58.0,12.0,6.0,58.0,32.0,39.0,24.0,22.0,15.0,4.0,8.0,,,,,1.0,97.0,,
77,H2H 2-0,Donna Vekic,0.0,4.0,8474822.0,3622170.0,,1.5,Donna Vekic,51.0,4.0,2.0,64.0,21.0,50.0,30.0,18.0,20.0,12.0,9.0,,,,,2.0,118.0,,,1.5,2.5,R32,7-6(5) 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Asia Muhammad,6.0,2.0,8474822.0,3622169.0,,2.5,Asia Muhammad,67.0,5.0,4.0,54.0,24.0,62.0,48.0,34.0,14.0,9.0,10.0,,,,,1.0,118.0,,
78,H2H 1-1,Ekaterina Makarova,4.0,4.0,8474823.0,3621905.0,,1.4,Ekaterina Makarova,56.0,3.0,3.0,61.0,18.0,66.0,49.0,29.0,17.0,9.0,11.0,,,,,1.0,131.0,,,1.4,2.75,R32,7-6(1) 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Misaki Doi,1.0,1.0,8474823.0,3621906.0,,2.75,Misaki Doi,75.0,5.0,4.0,70.0,32.0,60.0,31.0,24.0,29.0,19.0,11.0,,,,,2.0,131.0,,
79,H2H 3-2,Kateryna Bondarenko,4.0,14.0,8474824.0,3621919.0,,1.83,Kateryna Bondarenko,145.0,11.0,5.0,148.0,66.0,121.0,85.0,59.0,36.0,20.0,18.0,,,,,1.0,283.0,,,1.83,1.83,R32,7-6(4) 6-7(4) 7-6(5),2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Roberta Vinci,1.0,2.0,8474824.0,3621920.0,,1.83,Roberta Vinci,138.0,15.0,5.0,135.0,56.0,146.0,93.0,56.0,53.0,26.0,18.0,,,,,2.0,283.0,,
80,H2H 1-0,Louisa Chirico,2.0,1.0,8474825.0,3621924.0,,3.5,Louisa Chirico,51.0,6.0,2.0,57.0,22.0,57.0,31.0,15.0,26.0,14.0,9.0,,,,,2.0,115.0,,,3.5,1.28,R32,6-2 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Svetlana Kuznetsova,2.0,3.0,8474825.0,3621923.0,,1.28,Svetlana Kuznetsova,64.0,5.0,5.0,58.0,29.0,54.0,33.0,23.0,21.0,12.0,9.0,,,,,1.0,115.0,,
81,H2H 1-0,Bethanie Mattek-Sands,3.0,2.0,8474826.0,3622470.0,,,Bethanie Mattek-Sands,91.0,8.0,3.0,99.0,40.0,85.0,50.0,33.0,35.0,18.0,13.0,,,,,2.0,186.0,,,,,R32,2-6 6-3 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Destanee AIAVA,4.0,8.0,8474826.0,3622469.0,,,Destanee AIAVA,95.0,6.0,3.0,87.0,36.0,91.0,51.0,38.0,40.0,21.0,14.0,,,,,1.0,186.0,,
82,H2H 2-1,Irina-Camelia Begu,2.0,5.0,8474827.0,3621917.0,,2.6,Irina-Camelia Begu,54.0,1.0,1.0,54.0,16.0,69.0,44.0,26.0,25.0,12.0,9.0,,,,,1.0,128.0,,,2.6,1.47,R32,6-3 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Daria Kasatkina,3.0,3.0,8474827.0,3621918.0,,1.47,Daria Kasatkina,74.0,13.0,4.0,74.0,36.0,51.0,30.0,26.0,21.0,12.0,9.0,,,,,2.0,128.0,,
83,H2H 2-1,Samantha Stosur,10.0,3.0,8474828.0,3621909.0,,3.25,Samantha Stosur,107.0,8.0,2.0,111.0,38.0,103.0,59.0,43.0,44.0,26.0,18.0,,,,,1.0,217.0,,,3.25,1.33,R32,7-5 6-7(2) 7-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Garbine Muguruza,11.0,6.0,8474828.0,3621910.0,,1.33,Garbine Muguruza,110.0,8.0,4.0,106.0,37.0,105.0,70.0,52.0,35.0,21.0,18.0,,,,,2.0,217.0,,
84,H2H 5-2,Elena Vesnina,2.0,7.0,8474829.0,3621899.0,,2.1,Elena Vesnina,106.0,3.0,3.0,98.0,34.0,108.0,66.0,47.0,42.0,25.0,15.0,,,,,1.0,213.0,,,2.1,1.66,R32,3-6 6-4 7-6(5),2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Alize Cornet,5.0,8.0,8474829.0,3621900.0,,1.66,Alize Cornet,107.0,6.0,2.0,115.0,43.0,90.0,58.0,47.0,32.0,17.0,16.0,,,,,2.0,213.0,,
85,H2H 2-4,Sara Errani,1.0,1.0,8474830.0,3621896.0,,2.0,Sara Errani,45.0,1.0,1.0,53.0,18.0,52.0,39.0,22.0,13.0,5.0,9.0,,,,,2.0,106.0,,,2.0,1.72,R32,6-3 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Christina McHale,1.0,3.0,8474830.0,3621895.0,,1.72,Christina McHale,61.0,7.0,4.0,53.0,26.0,50.0,34.0,23.0,16.0,12.0,9.0,,,,,1.0,106.0,,
86,H2H 1-1,Laura Siegemund,0.0,9.0,8474831.0,3621893.0,,1.83,Laura Siegemund,102.0,11.0,5.0,103.0,45.0,98.0,63.0,38.0,35.0,19.0,16.0,,,,,1.0,210.0,,,1.83,1.83,R32,4-6 7-6(3) 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Shuai Zhang,4.0,5.0,8474831.0,3621894.0,,1.83,Shuai Zhang,108.0,9.0,6.0,107.0,50.0,98.0,70.0,40.0,28.0,18.0,15.0,,,,,2.0,210.0,,
87,,E Makarova / E Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.7,F,6-2 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,B Mattek-Sands / S Mirza,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,S Hsieh / L Siegemund,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.3,SF,6-4 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,B Mattek-Sands / S Mirza,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,A Spears / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.32,SF,6-1 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,E Makarova / E Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,I Begu / D Kasatkina,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,1.25,QF,6-4 4-6 10-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,B Mattek-Sands / S Mirza,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,A Klepac / M Martinez Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.8,QF,6-7(7) 6-2 10-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,S Hsieh / L Siegemund,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,I Falconi / S Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.28,QF,6-1 7-6(5),2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,A Spears / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,S Stosur / S Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,E Makarova / E Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,A Cornet / E Mertens,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,1.16,R16,6-1 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,B Mattek-Sands / S Mirza,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,K Bondarenko / Y Putintseva,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,1.68,R16,6-2 6-0,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,I Begu / D Kasatkina,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,A Groenefeld / K Peschke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-3,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,A Klepac / M Martinez Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,C McHale / A Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,1.76,R16,6-2 6-4,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,S Hsieh / L Siegemund,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,O Kalashnikova / A Krunic,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.1,R16,2-6 6-4 10-8,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,I Falconi / S Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,A Barty / C Dellacqua,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.61,R16,6-7(5) 6-2 19-17,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,A Spears / K Srebotnik,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,S Errani / E Svitolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,1-6 6-4 10-5,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,S Stosur / S Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,D Jurak / A Rodionova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,E Makarova / E Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,
102,H2H 1-0,Kateryna Bondarenko,2.0,5.0,8474951.0,3621869.0,,1.33,Kateryna Bondarenko,72.0,12.0,4.0,72.0,32.0,67.0,47.0,28.0,20.0,12.0,12.0,,,,,1.0,144.0,,,1.33,3.0,FQ,6-4 0-6 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Asia Muhammad,3.0,3.0,8474951.0,3621870.0,,3.0,Asia Muhammad,72.0,8.0,5.0,72.0,32.0,69.0,46.0,31.0,23.0,9.0,11.0,,,,,2.0,144.0,,
103,H2H 1-1,Francesca Schiavone,1.0,6.0,8474952.0,3621866.0,,2.05,Francesca Schiavone,32.0,1.0,1.0,39.0,12.0,45.0,24.0,13.0,21.0,7.0,8.0,,,,,2.0,90.0,,,2.05,1.67,FQ,6-1 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Aleksandra Krunic,3.0,1.0,8474952.0,3621865.0,,1.67,Aleksandra Krunic,58.0,9.0,6.0,51.0,31.0,38.0,28.0,22.0,10.0,5.0,7.0,,,,,1.0,90.0,,
104,H2H 2-0,Kateryna Kozlova,1.0,2.0,8474953.0,3621878.0,,2.25,Kateryna Kozlova,97.0,20.0,2.0,126.0,52.0,81.0,64.0,37.0,17.0,8.0,14.0,,,,,2.0,209.0,,,2.25,1.56,FQ,6-3 4-6 6-2,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Bethanie Mattek-Sands,7.0,4.0,8474953.0,3621877.0,,1.56,Bethanie Mattek-Sands,112.0,11.0,5.0,83.0,38.0,122.0,75.0,53.0,47.0,21.0,13.0,,,,,1.0,209.0,,
105,H2H 1-0,Carina Witthoeft,1.0,8.0,8474954.0,3622157.0,,,Carina Witthoeft,44.0,9.0,1.0,57.0,23.0,48.0,28.0,14.0,20.0,7.0,7.0,,,,,1.0,113.0,,,,,FQ,6-1 6-1,2017-01-02,Hard,https://matchstat.com/tennis/tournaments/w/Brisbane/2017,Brisbane,Destanee AIAVA,2.0,3.0,8474954.0,3622158.0,,,Destanee AIAVA,69.0,15.0,6.0,56.0,35.0,54.0,25.0,16.0,29.0,18.0,7.0,,,,,2.0,113.0,,
